print_order,plate_name,material,part_id,filename,instance,qty_total,source_stl,plate_group,module,title,rotated_90,support_orientation,support_orient_mode,printed_status,slice_status,assembly_status,notes
3,03_rigid_all_dense,RIGID,PS-RV228-SIDE-MOTOR-POD-MOUNT-R,PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-SIDE-MOTOR-POD-MOUNT-R.stl,V228R-C-SIDE-MOTOR-MOUNT-R,common_rover_v228_1_dual_pto_output,right upper side-wall motor pod mount,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,fixed core: motor box on upper side wall; high motor/electrical contacts
3,03_rigid_all_dense,RIGID,PS-RV2273G1-INT-BAT-BAG-RAIL-S,PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,1,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,battery waterproof-bag retaining rail set,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,avoid puncturing waterproof bag
3,03_rigid_all_dense,RIGID,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S,PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,4,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-INT-WATER-SENSOR-SADDLE-S.stl,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,bottom water-detection sensor saddle set,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,no powered water tests without cutoff plan
3,03_rigid_all_dense,RIGID,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,1,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,FULLSET-BOX-NOTCH-CAP,common_rover_v228_1_dual_pto_output,optional drip-resistant rain cap set for inner/outer top-open wire-drop notches,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,drip-resistant helper only; not waterproof; use silicone boot/gland/potting for real cable sealing
3,03_rigid_all_dense,RIGID,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,2,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,FULLSET-BOX-NOTCH-CAP,common_rover_v228_1_dual_pto_output,optional drip-resistant rain cap set for inner/outer top-open wire-drop notches,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,drip-resistant helper only; not waterproof; use silicone boot/gland/potting for real cable sealing
3,03_rigid_all_dense,RIGID,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,3,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,FULLSET-BOX-NOTCH-CAP,common_rover_v228_1_dual_pto_output,optional drip-resistant rain cap set for inner/outer top-open wire-drop notches,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,drip-resistant helper only; not waterproof; use silicone boot/gland/potting for real cable sealing
3,03_rigid_all_dense,RIGID,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S,PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,4,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273v2274-BOX-NOTCH-RAIN-CAP-S.stl,FULLSET-BOX-NOTCH-CAP,common_rover_v228_1_dual_pto_output,optional drip-resistant rain cap set for inner/outer top-open wire-drop notches,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,drip-resistant helper only; not waterproof; use silicone boot/gland/potting for real cable sealing
4,04_rigid_all_dense,RIGID,PS-RV227-CBOX-BDY,PS-RV227-CBOX-BDY.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV227-CBOX-BDY.stl,FULLSET-BOX-CBOX-BDY,common_rover_v228_1_dual_pto_output,"rear printed waterproof control/communication box body, v2.27 common part",False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,"v2274: 200x150 body; two top-open rounded-bottom wire-drop notches per box on 200mm wide faces: one inner-side and one outer-side; not two notches on same side; drip-resistant only, not waterproof; seal with silicone/boot/gland/potting; dummy-weight first water test only"
4,04_rigid_all_dense,RIGID,PS-RV228-BUOYANCY-CHAMBER-SIDE-R,PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,2,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-BUOYANCY-CHAMBER-SIDE-R.stl,V228R-C-SIDE-BUOY-R,common_rover_v228_1_dual_pto_output,right side removable buoyancy chamber / shoulder float,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,secondary buoyancy; not guaranteed waterproof without sealing/coating/foam
4,04_rigid_all_dense,RIGID,PS-RV2273G1-INT-BAT-BAG-RAIL-S,PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,2,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-INT-BAT-BAG-RAIL-S.stl,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,battery waterproof-bag retaining rail set,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,avoid puncturing waterproof bag
4,04_rigid_all_dense,RIGID,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,1,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,V228R-C-FRONT-PTO-FLOAT-MOUNT,common_rover_v228_1_dual_pto_output,optional front PTO unit float mount pair,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,front PTO work units may need their own float; optional but recommended for heavy units
4,04_rigid_all_dense,RIGID,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S,PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,2,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-FRONT-PTO-FLOAT-MOUNT-S.stl,V228R-C-FRONT-PTO-FLOAT-MOUNT,common_rover_v228_1_dual_pto_output,optional front PTO unit float mount pair,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,front PTO work units may need their own float; optional but recommended for heavy units
5,05_rigid_all_dense,RIGID,PS-RV228-TURTLE-SHELL-UPPER-F-L,PS-RV228-TURTLE-SHELL-UPPER-F-L.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-TURTLE-SHELL-UPPER-F-L.stl,V228R-C-UPPER-SHELL-F-L,common_rover_v228_1_dual_pto_output,front upper turtle shell left split quarter,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,secondary splash/mud/sun cover only; not waterproof; fixed core preserved; left/right split avoids oversize exclusion
5,05_rigid_all_dense,RIGID,PS-RV228-TURTLE-SHELL-UPPER-F-R,PS-RV228-TURTLE-SHELL-UPPER-F-R.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-TURTLE-SHELL-UPPER-F-R.stl,V228R-C-UPPER-SHELL-F-R,common_rover_v228_1_dual_pto_output,front upper turtle shell right split quarter,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,secondary splash/mud/sun cover only; not waterproof; fixed core preserved; left/right split avoids oversize exclusion
5,05_rigid_all_dense,RIGID,PS-RV2273G1-INT-FUSE-RELAY-TRAY,PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-INT-FUSE-RELAY-TRAY.stl,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,main fuse / relay / BMS tray candidate,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,layout study only
5,05_rigid_all_dense,RIGID,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S.stl,1,6,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-MCR-CLAMP-S.stl,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,MCR rail retrofit clamp set,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,measure actual printed MCR rail before tightening
5,05_rigid_all_dense,RIGID,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S.stl,2,6,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-MCR-CLAMP-S.stl,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,MCR rail retrofit clamp set,True,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,measure actual printed MCR rail before tightening
6,06_rigid_all_dense,RIGID,PS-RV228-TURTLE-SHELL-UPPER-R-L,PS-RV228-TURTLE-SHELL-UPPER-R-L.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-TURTLE-SHELL-UPPER-R-L.stl,V228R-C-UPPER-SHELL-R-L,common_rover_v228_1_dual_pto_output,rear upper turtle shell left split quarter,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,secondary splash/mud/sun cover only; not waterproof; fixed core preserved; left/right split avoids oversize exclusion
6,06_rigid_all_dense,RIGID,PS-RV228-TURTLE-SHELL-UPPER-R-R,PS-RV228-TURTLE-SHELL-UPPER-R-R.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-TURTLE-SHELL-UPPER-R-R.stl,V228R-C-UPPER-SHELL-R-R,common_rover_v228_1_dual_pto_output,rear upper turtle shell right split quarter,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,secondary splash/mud/sun cover only; not waterproof; fixed core preserved; left/right split avoids oversize exclusion
6,06_rigid_all_dense,RIGID,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S.stl,3,6,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-MCR-CLAMP-S.stl,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,MCR rail retrofit clamp set,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,measure actual printed MCR rail before tightening
6,06_rigid_all_dense,RIGID,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S.stl,4,6,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-MCR-CLAMP-S.stl,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,MCR rail retrofit clamp set,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,measure actual printed MCR rail before tightening
6,06_rigid_all_dense,RIGID,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S.stl,5,6,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-MCR-CLAMP-S.stl,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,MCR rail retrofit clamp set,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,measure actual printed MCR rail before tightening
6,06_rigid_all_dense,RIGID,PS-RV2273G1-MCR-CLAMP-S,PS-RV2273G1-MCR-CLAMP-S.stl,6,6,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-MCR-CLAMP-S.stl,HQG1-C-MOUNTS,common_rover_v228_1_dual_pto_output,MCR rail retrofit clamp set,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,measure actual printed MCR rail before tightening
7,07_rigid_all_dense,RIGID,PS-RV228-BELLY-HULL-CENTER-F-L,PS-RV228-BELLY-HULL-CENTER-F-L.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-BELLY-HULL-CENTER-F-L.stl,V228R-C-BELLY-HULL-F-L,common_rover_v228_1_dual_pto_output,front lower belly hull left split quarter,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion
7,07_rigid_all_dense,RIGID,PS-RV228-BELLY-HULL-CENTER-F-R,PS-RV228-BELLY-HULL-CENTER-F-R.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-BELLY-HULL-CENTER-F-R.stl,V228R-C-BELLY-HULL-F-R,common_rover_v228_1_dual_pto_output,front lower belly hull right split quarter,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion
8,08_rigid_all_dense,RIGID,PS-RV228-BELLY-HULL-CENTER-R-L,PS-RV228-BELLY-HULL-CENTER-R-L.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-BELLY-HULL-CENTER-R-L.stl,V228R-C-BELLY-HULL-R-L,common_rover_v228_1_dual_pto_output,rear lower belly hull left split quarter,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion
8,08_rigid_all_dense,RIGID,PS-RV228-BELLY-HULL-CENTER-R-R,PS-RV228-BELLY-HULL-CENTER-R-R.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV228-BELLY-HULL-CENTER-R-R.stl,V228R-C-BELLY-HULL-R-R,common_rover_v228_1_dual_pto_output,rear lower belly hull right split quarter,False,AXIS24_01,auto-flat,not_printed,not_sliced,not_assembled,printed buoyancy needs sealing/coating/foam; dummy-weight water test only; split avoids oversized exclusion
9,09_rigid_all_dense,RIGID,PS-RV2273G1-INT-PCB-SHELF-S,PS-RV2273G1-INT-PCB-SHELF-S.stl,1,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-INT-PCB-SHELF-S.stl,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,removable raised PCB shelf / standoff plate,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,keeps PCB above first ingress water; still not waterproof
9,09_rigid_all_dense,RIGID,PS-RV2273G1-INT-PCB-SHELF-S,PS-RV2273G1-INT-PCB-SHELF-S.stl,2,2,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-INT-PCB-SHELF-S.stl,HQG1-D-INTERNAL,common_rover_v228_1_dual_pto_output,removable raised PCB shelf / standoff plate,True,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,keeps PCB above first ingress water; still not waterproof
9,09_rigid_all_dense,RIGID,PS-RV2274-WHL-HUB-S,PS-RV2274-WHL-HUB-S.stl,1,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2274-WHL-HUB-S.stl,MS-B-HARD-WHEEL-HUB,common_rover_v228_1_dual_pto_output,shared PETG/PLA hard wheel hub/core with axle bore and TPU tread groove,False,AXIS24_04,auto-flat,not_printed,not_sliced,not_assembled,HARD hub/core/axle bore; TPU is limited to external replaceable tread contact surface
9,09_rigid_all_dense,RIGID,PS-RV2273G1-RCP-DOGHOUSE-G3,PS-RV2273G1-RCP-DOGHOUSE-G3.stl,1,1,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2273G1-RCP-DOGHOUSE-G3.stl,HQG1-C-DOGHOUSE,common_rover_v228_1_dual_pto_output,high sloped waterproof E-stop doghouse candidate,False,AXIS24_00,auto-flat,not_printed,not_sliced,not_assembled,"requires real waterproof E-stop, cable gland, potting, drip loop"
10,10_rigid_all_dense,RIGID,PS-RV2274-WHL-HUB-S,PS-RV2274-WHL-HUB-S.stl,2,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2274-WHL-HUB-S.stl,MS-B-HARD-WHEEL-HUB,common_rover_v228_1_dual_pto_output,shared PETG/PLA hard wheel hub/core with axle bore and TPU tread groove,False,AXIS24_04,auto-flat,not_printed,not_sliced,not_assembled,HARD hub/core/axle bore; TPU is limited to external replaceable tread contact surface
10,10_rigid_all_dense,RIGID,PS-RV2274-WHL-HUB-S,PS-RV2274-WHL-HUB-S.stl,3,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2274-WHL-HUB-S.stl,MS-B-HARD-WHEEL-HUB,common_rover_v228_1_dual_pto_output,shared PETG/PLA hard wheel hub/core with axle bore and TPU tread groove,False,AXIS24_04,auto-flat,not_printed,not_sliced,not_assembled,HARD hub/core/axle bore; TPU is limited to external replaceable tread contact surface
10,10_rigid_all_dense,RIGID,PS-RV2274-WHL-HUB-S,PS-RV2274-WHL-HUB-S.stl,4,4,rover_v228_2_dual_pto_output_fix_out\stl\PS-RV2274-WHL-HUB-S.stl,MS-B-HARD-WHEEL-HUB,common_rover_v228_1_dual_pto_output,shared PETG/PLA hard wheel hub/core with axle bore and TPU tread groove,True,AXIS24_04,auto-flat,not_printed,not_sliced,not_assembled,HARD hub/core/axle bore; TPU is limited to external replaceable tread contact surface
